id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,job_satisfaction_rate
189026,marketing,junior,medium,1,no,no,3,30000,0.4
321049,sales,junior,medium,4,no,no,3,24000,0.52
340289,sales,junior,low,1,no,no,1,12000,0.17
958652,marketing,sinior,low,3,no,no,3,33600,0.31
696178,marketing,junior,low,1,no,no,4,20400,0.8
703035,sales,junior,high,1,no,no,4,31200,0.63
989547,hr,junior,medium,2,no,no,4,26400,0.82
919822,hr,junior,medium,4,no,yes,2,25200,0.16
133106,sales,middle,medium,8,no,yes,3,32400,0.17
180757,purchasing,middle,low,7,no,no,4,30000,0.79
802286,sales,junior,medium,1,no,no,4,21600,0.43
771001,purchasing,middle,medium,6,no,no,3,43200,0.65
545318,technology,junior,low,2,no,no,4,19200,0.76
734904,sales,junior,medium,1,no,no,4,21600,0.55
176083,marketing,middle,medium,5,no,no,5,40800,0.9
233391,sales,middle,medium,5,no,no,5,43200,0.81
853986,purchasing,junior,medium,4,no,yes,5,28800,0.74
819210,sales,junior,medium,4,no,no,3,24000,0.49
974781,sales,middle,high,5,no,no,3,50400,0.38
163422,technology,middle,medium,1,yes,no,1,49200,0.54
921884,sales,middle,low,6,no,no,4,28800,0.77
210193,purchasing,sinior,medium,8,no,no,4,60000,0.87
743786,sales,middle,medium,1,no,no,4,43200,0.66
138678,technology,middle,high,6,no,yes,3,68400,0.57
241084,purchasing,junior,low,3,no,yes,1,18000,0.37
917435,technology,middle,medium,6,no,no,4,39600,0.63
776499,marketing,junior,medium,5,no,no,4,27600,0.93
840306,technology,middle,low,6,no,no,3,21600,0.27
324902,hr,middle,medium,1,yes,no,3,33600,0.48
869817,sales,junior,medium,2,no,no,4,24000,0.92
835009,sales,middle,medium,3,no,yes,4,38400,0.57
706629,sales,junior,medium,1,no,no,5,21600,0.45
299671,sales,middle,low,7,no,no,4,24000,0.86
322916,sales,sinior,medium,3,no,no,3,49200,0.23
358478,technology,middle,medium,1,no,no,3,50400,0.32
526718,sales,junior,low,1,no,no,5,15600,0.66
301536,sales,middle,medium,6,no,yes,4,38400,0.61
514184,technology,middle,high,3,no,no,3,55200,0.36
551150,purchasing,sinior,medium,9,no,no,3,52800,0.65
738293,technology,junior,low,3,no,no,5,15600,0.69
720658,technology,middle,medium,4,no,yes,3,50400,0.24
586199,technology,middle,medium,2,no,no,3,49200,0.27
177811,sales,junior,medium,1,no,no,5,21600,0.44
858618,sales,junior,low,1,no,no,4,12000,0.51
244731,technology,junior,low,3,no,no,5,22800,0.84
637649,sales,junior,medium,1,no,yes,3,24000,0.12
634071,technology,sinior,low,8,no,no,4,31200,0.7
102464,technology,middle,high,4,no,no,4,63600,0.69
438608,technology,middle,medium,3,no,yes,2,38400,0.07
121506,purchasing,middle,high,4,no,no,1,51600,0.21
100954,purchasing,junior,low,1,no,no,4,15600,0.6
185831,technology,middle,high,5,no,no,5,57600,0.7
821987,sales,middle,medium,7,no,no,4,33600,0.74
164594,sales,junior,medium,2,no,no,2,20400,0.34
971989,marketing,middle,high,5,no,no,3,51600,0.29
683278,sales,middle,low,5,no,no,5,24000,0.88
938731,hr,junior,low,1,no,no,3,19200,0.29
956727,technology,junior,medium,5,no,no,4,34800,0.77
869770,marketing,middle,low,6,no,yes,1,24000,0.23
779730,marketing,middle,medium,6,no,no,3,46800,0.52
400745,purchasing,junior,medium,4,no,no,3,28800,0.5
578073,marketing,middle,medium,7,no,no,3,36000,0.32
912355,sales,middle,medium,5,no,no,3,43200,0.55
814952,sales,middle,high,4,no,no,5,57600,0.65
924087,sales,middle,high,2,no,no,4,48000,0.57
844327,sales,junior,medium,1,no,no,3,21600,0.14
377381,sales,middle,medium,8,no,no,4,33600,0.59
273413,hr,middle,low,10,no,no,3,28800,0.64
617736,sales,junior,low,1,no,no,3,14400,0.19
947145,purchasing,junior,medium,2,no,no,1,21600,0.4
944662,sales,sinior,medium,9,no,no,4,45600,0.62
636185,technology,middle,medium,2,no,no,4,51600,0.63
631167,purchasing,middle,medium,2,no,no,4,45600,0.71
175623,technology,junior,high,1,no,no,2,40800,0.2
102068,marketing,middle,medium,7,no,no,3,40800,0.56
279753,purchasing,sinior,low,7,no,no,1,38400,0.57
218506,purchasing,middle,medium,1,no,no,4,44400,0.68
199276,purchasing,junior,medium,4,no,no,1,25200,0.5
751886,marketing,junior,low,3,no,no,3,16800,0.51
410815,technology,middle,low,3,no,no,4,27600,0.43
760572,technology,middle,medium,7,no,no,4,39600,0.65
928326,technology,middle,medium,7,no,no,3,38400,0.4
162966,sales,junior,medium,1,no,no,2,20400,0.12
942741,technology,junior,low,1,no,no,4,15600,0.51
648290,sales,junior,medium,2,no,no,2,20400,0.33
654203,technology,junior,medium,4,no,yes,3,30000,0.24
703716,technology,middle,high,1,no,no,5,57600,0.5
655314,sales,junior,medium,1,no,yes,2,21600,0.09
226278,purchasing,junior,medium,3,no,yes,2,21600,0.13
242770,sales,middle,high,8,no,no,4,52800,0.83
330534,marketing,junior,medium,2,no,yes,2,30000,0.32
400886,purchasing,middle,medium,5,no,no,4,34800,0.69
977083,purchasing,sinior,medium,2,no,no,4,45600,0.44
701561,sales,junior,high,3,no,no,4,31200,0.59
475761,purchasing,middle,medium,5,no,no,4,34800,0.67
322833,purchasing,middle,medium,3,yes,no,3,44400,0.69
234258,purchasing,junior,low,2,no,no,3,18000,0.52
543048,sales,junior,medium,1,no,no,3,25200,0.27
250512,technology,junior,medium,2,no,no,3,26400,0.26
381894,sales,junior,medium,1,no,no,3,24000,0.34
201768,technology,middle,medium,3,no,no,5,39600,0.46
451953,sales,middle,high,5,no,no,4,52800,0.91
670043,sales,junior,low,1,no,no,3,14400,0.17
791133,marketing,junior,medium,1,no,no,3,22800,0.19
943095,sales,middle,low,2,no,no,4,28800,0.69
447500,technology,junior,high,2,no,no,4,43200,0.78
602705,marketing,junior,high,2,no,no,5,43200,0.77
454392,technology,junior,medium,1,no,no,2,30000,0.12
743396,technology,junior,low,3,no,no,5,15600,0.7
158859,hr,middle,low,3,no,no,3,19200,0.34
269200,sales,junior,high,2,no,no,2,36000,0.54
559161,marketing,middle,high,9,no,no,4,57600,0.82
606770,technology,middle,high,6,no,no,2,67200,0.58
450257,sales,junior,low,2,no,yes,3,18000,0.31
839299,sales,middle,medium,8,no,yes,4,33600,0.42
783768,sales,middle,high,5,no,no,4,49200,0.66
671893,purchasing,sinior,low,8,no,no,5,32400,0.8
714635,hr,middle,medium,6,yes,no,3,45600,0.85
674095,sales,middle,high,3,no,no,3,57600,0.3
573322,technology,middle,low,4,no,no,4,27600,0.46
599287,marketing,middle,medium,6,no,yes,2,44400,0.34
764474,marketing,sinior,high,2,no,no,5,70800,0.44
693788,sales,junior,low,2,no,no,3,14400,0.27
902912,purchasing,junior,medium,1,no,no,4,28800,0.6
932965,sales,sinior,medium,9,no,no,3,45600,0.34
304075,purchasing,middle,low,5,no,no,4,30000,0.79
655202,sales,junior,medium,4,no,no,3,26400,0.55
707078,sales,junior,medium,1,no,no,3,21600,0.15
472214,technology,middle,medium,5,no,no,3,44400,0.32
327145,technology,junior,medium,2,no,no,5,31200,0.76
524529,marketing,junior,high,3,no,no,3,33600,0.25
519235,sales,middle,low,7,no,no,2,18000,0.38
218844,sales,junior,medium,5,no,no,4,27600,0.86
648114,purchasing,middle,high,7,no,no,3,48000,0.46
807183,sales,junior,medium,1,no,no,3,24000,0.28
987531,sales,junior,medium,2,no,yes,4,27600,0.66
453167,purchasing,sinior,medium,6,no,no,3,44400,0.53
498749,sales,middle,high,4,no,no,5,55200,0.67
179188,purchasing,middle,medium,6,yes,yes,3,37200,0.51
707521,sales,junior,high,2,no,no,1,36000,0.56
518220,hr,sinior,low,2,no,yes,4,26400,0.36
529976,marketing,middle,medium,3,no,yes,1,39600,0.07
124975,sales,junior,medium,1,no,no,3,24000,0.41
189074,hr,middle,low,3,no,no,3,19200,0.38
864122,purchasing,middle,low,4,no,no,3,28800,0.31
272861,purchasing,middle,medium,7,no,no,4,45600,0.88
153036,technology,junior,low,1,no,no,3,19200,0.32
754115,hr,middle,low,7,no,no,3,19200,0.53
314377,sales,junior,medium,1,no,no,5,25200,0.63
295539,sales,middle,low,6,no,no,4,19200,0.66
314060,marketing,middle,medium,8,no,no,5,46800,0.87
942562,sales,junior,medium,2,no,no,4,27600,0.93
780884,sales,junior,medium,3,no,no,4,28800,0.86
447316,sales,sinior,medium,10,no,no,2,43200,0.39
140430,technology,junior,medium,3,no,no,4,34800,0.92
673991,technology,middle,low,5,no,no,3,26400,0.35
259397,sales,junior,low,2,no,no,5,12000,0.74
498937,technology,middle,medium,5,no,no,2,38400,0.28
548398,technology,junior,low,2,no,yes,3,14400,0.1
319061,sales,sinior,medium,6,no,no,3,50400,0.19
164684,technology,middle,high,7,no,yes,3,54000,0.41
519280,sales,sinior,high,9,no,no,4,64800,0.62
337018,technology,junior,low,1,no,no,4,22800,0.65
317327,technology,middle,low,9,no,no,3,21600,0.37
662203,hr,junior,medium,1,no,yes,3,22800,0.07
303857,sales,junior,medium,3,no,no,4,27600,0.92
167303,sales,junior,medium,1,no,no,3,24000,0.34
866390,marketing,middle,high,7,no,no,1,55200,0.34
947850,purchasing,sinior,medium,7,no,no,2,56400,0.45
940804,hr,junior,low,3,no,no,4,20400,0.82
189322,marketing,junior,medium,2,no,no,4,24000,0.74
478154,hr,junior,medium,1,no,yes,3,26400,0.15
916441,hr,junior,medium,2,no,no,4,27600,0.77
484567,purchasing,middle,low,5,no,no,3,22800,0.32
850566,sales,middle,medium,5,no,no,5,33600,0.6
520014,sales,junior,medium,2,no,no,3,20400,0.26
155873,purchasing,middle,low,6,no,no,1,22800,0.28
232093,purchasing,junior,medium,3,no,no,2,25200,0.42
215645,sales,middle,low,1,no,no,2,22800,0.19
293642,hr,middle,high,7,no,no,5,56400,0.77
641828,sales,junior,low,1,no,no,3,18000,0.35
237213,sales,middle,medium,5,no,no,3,33600,0.26
984528,purchasing,junior,medium,4,no,no,4,26400,0.8
600454,sales,junior,low,1,no,no,3,18000,0.4
739974,sales,sinior,medium,9,no,no,3,43200,0.31
842800,technology,middle,low,2,no,no,5,34800,0.69
802713,hr,sinior,high,10,no,no,4,73200,0.6
794483,sales,middle,medium,9,no,no,4,33600,0.6
478799,sales,junior,low,1,no,no,3,18000,0.32
550728,purchasing,junior,medium,2,no,no,5,30000,0.94
162469,technology,junior,medium,2,no,no,4,31200,0.88
637033,technology,junior,medium,2,no,no,4,34800,0.78
844721,sales,junior,medium,3,no,no,4,21600,0.67
890003,technology,middle,low,4,no,no,2,21600,0.17
432216,marketing,junior,medium,1,no,no,4,24000,0.44
874496,sales,junior,medium,1,no,no,3,21600,0.24
883764,purchasing,junior,medium,4,no,no,4,22800,0.68
115165,sales,middle,high,5,no,no,2,45600,0.28
823226,technology,middle,low,4,no,no,4,34800,0.59
712027,technology,middle,high,7,no,no,3,56400,0.45
365868,technology,junior,medium,2,no,no,4,31200,0.83
914939,technology,junior,high,1,no,no,5,39600,0.42
806717,sales,middle,medium,5,no,no,2,42000,0.54
447992,marketing,junior,low,1,no,no,4,18000,0.92
266969,sales,junior,medium,1,no,no,4,21600,0.56
133118,hr,junior,medium,2,no,no,3,28800,0.49
632053,technology,middle,medium,8,no,no,4,45600,0.93
859833,purchasing,middle,medium,5,no,no,4,44400,0.88
623877,marketing,middle,medium,4,no,no,3,36000,0.23
928280,sales,sinior,high,9,no,no,3,63600,0.4
469708,hr,junior,low,1,no,no,3,13200,0.23
821351,technology,junior,medium,1,no,yes,3,34800,0.11
978671,technology,junior,low,2,no,no,3,21600,0.55
848020,technology,junior,low,1,no,no,5,15600,0.51
654930,sales,sinior,medium,10,no,no,4,51600,0.93
711554,technology,junior,medium,2,no,no,3,26400,0.27
914491,marketing,middle,low,7,no,no,4,31200,0.75
380657,purchasing,junior,low,1,no,no,5,13200,0.55
602426,hr,middle,low,6,no,no,2,19200,0.3
368572,sales,junior,medium,2,no,no,5,21600,0.67
619480,sales,junior,medium,2,no,no,4,27600,0.79
373029,sales,middle,medium,5,no,no,3,43200,0.53
722830,hr,middle,medium,9,no,no,3,39600,0.51
196279,marketing,junior,low,3,no,no,4,21600,0.86
850573,technology,middle,medium,5,no,no,4,40800,0.65
525047,technology,junior,medium,2,no,no,4,26400,0.7
252994,technology,middle,medium,7,no,no,4,51600,0.76
190293,sales,junior,medium,1,no,yes,3,21600,0.08
713126,marketing,junior,medium,2,no,no,4,27600,0.93
398317,technology,middle,low,4,no,no,4,22800,0.58
877956,technology,middle,high,7,no,no,3,66000,0.68
716605,sales,junior,medium,2,no,no,4,27600,0.85
311183,purchasing,middle,high,2,no,no,4,49200,0.5
536555,sales,middle,medium,10,no,no,3,38400,0.5
795406,purchasing,middle,high,7,no,yes,4,58800,0.62
739300,sales,sinior,low,7,no,no,4,38400,0.84
155424,purchasing,junior,medium,1,no,no,4,28800,0.67
732803,sales,middle,low,5,no,no,4,28800,0.82
536439,technology,junior,low,4,no,no,5,15600,0.62
216805,technology,middle,low,7,no,no,4,34800,0.82
468443,hr,junior,low,1,no,no,3,15600,0.11
237261,hr,middle,medium,2,no,no,3,39600,0.33
884165,purchasing,middle,high,9,no,no,1,46800,0.37
697156,technology,middle,medium,7,no,no,4,40800,0.72
569839,marketing,junior,low,5,no,no,3,16800,0.53
301266,sales,junior,low,1,no,yes,4,19200,0.43
916064,sales,junior,low,1,no,no,4,15600,0.69
956097,marketing,sinior,medium,4,no,no,3,45600,0.21
650153,hr,sinior,medium,4,no,no,1,45600,0.1
832870,technology,middle,high,5,no,no,3,68400,0.74
255777,sales,middle,medium,6,no,no,4,38400,0.75
259010,purchasing,junior,high,2,no,no,4,34800,0.72
392445,marketing,middle,low,9,no,no,3,25200,0.47
430465,purchasing,junior,medium,3,no,no,4,22800,0.68
232484,sales,middle,low,8,no,no,4,19200,0.69
159167,purchasing,middle,medium,1,no,no,2,43200,0.3
133292,purchasing,junior,high,4,no,no,3,31200,0.34
227137,sales,junior,high,1,no,no,1,32400,0.32
861049,sales,junior,low,1,no,no,4,18000,0.67
834429,hr,junior,low,2,no,no,4,16800,0.78
584265,purchasing,junior,low,4,no,yes,4,13200,0.58
725678,sales,middle,medium,9,no,no,4,38400,0.77
647554,technology,middle,medium,1,no,no,5,46800,0.62
260388,sales,junior,medium,1,no,no,3,26400,0.36
739223,sales,middle,low,6,no,no,1,18000,0.27
308030,purchasing,middle,high,3,yes,no,5,61200,0.81
836675,sales,junior,medium,1,no,no,4,24000,0.67
379510,sales,middle,medium,2,no,no,3,32400,0.2
738096,sales,middle,medium,10,no,no,4,33600,0.7
134400,hr,junior,high,3,no,no,3,37200,0.51
803620,technology,junior,high,3,no,no,4,43200,0.82
177008,marketing,sinior,medium,8,no,no,4,61200,0.88
487269,purchasing,middle,high,5,no,no,3,57600,0.65
867535,technology,junior,medium,2,no,no,5,32400,0.77
191841,sales,junior,medium,1,no,no,5,21600,0.44
899274,technology,junior,medium,3,no,yes,3,30000,0.2
794318,sales,middle,medium,7,no,no,4,38400,0.86
861034,technology,middle,low,1,yes,no,4,27600,0.6
437440,purchasing,junior,medium,2,no,no,4,25200,0.77
600114,marketing,middle,high,7,no,no,5,63600,0.85
125699,sales,middle,low,7,no,no,4,19200,0.61
783671,sales,middle,medium,9,no,no,4,43200,0.81
833210,sales,junior,medium,2,no,no,5,28800,0.78
103449,hr,sinior,low,3,no,no,3,32400,0.43
351694,marketing,middle,high,6,no,yes,4,52800,0.57
217028,sales,middle,low,4,no,no,2,27600,0.39
536531,technology,middle,medium,7,no,no,4,50400,0.83
848519,sales,junior,low,1,no,no,5,15600,0.6
753104,technology,junior,medium,2,no,no,4,31200,0.87
783632,marketing,middle,medium,8,no,no,5,43200,0.78
553050,purchasing,middle,low,2,no,no,4,24000,0.7
915525,marketing,middle,medium,8,no,no,3,39600,0.4
828610,technology,junior,low,2,no,no,4,22800,0.8
129588,hr,middle,medium,6,no,no,2,38400,0.37
278849,technology,middle,high,7,no,no,4,63600,0.77
439361,sales,middle,high,4,no,no,4,54000,0.67
406501,sales,middle,medium,3,no,no,4,38400,0.63
501046,purchasing,middle,low,3,no,no,4,19200,0.55
896077,technology,junior,low,1,no,yes,2,19200,0.19
247506,sales,sinior,high,4,no,no,3,69600,0.2
309602,purchasing,middle,high,2,no,no,4,54000,0.68
725538,purchasing,sinior,high,3,no,no,5,67200,0.57
949820,hr,junior,medium,1,no,no,5,26400,0.7
921786,sales,sinior,medium,7,no,no,4,57600,0.79
203036,technology,middle,high,4,yes,no,4,58800,0.63
244716,hr,middle,medium,6,no,yes,1,38400,0.19
818216,sales,middle,high,7,no,no,4,48000,0.64
404301,marketing,junior,medium,3,no,no,3,26400,0.39
463486,sales,junior,high,1,no,no,3,30000,0.42
286376,sales,middle,medium,6,yes,no,3,37200,0.45
725769,hr,middle,high,6,no,no,3,52800,0.49
351057,sales,junior,high,2,no,yes,3,32400,0.38
757135,hr,junior,medium,3,no,no,4,26400,0.75
305249,marketing,junior,medium,1,no,no,3,22800,0.18
144387,marketing,junior,low,1,no,no,3,19200,0.46
658679,hr,middle,low,5,no,no,5,31200,0.84
479471,technology,middle,medium,8,no,no,3,51600,0.43
700934,technology,middle,high,3,no,no,3,55200,0.36
459638,hr,middle,low,3,no,no,3,20400,0.31
352957,marketing,junior,medium,1,no,no,3,31200,0.37
806693,marketing,junior,medium,1,no,no,2,30000,0.3
160407,technology,middle,medium,6,no,yes,3,51600,0.41
173668,technology,junior,low,1,no,no,4,24000,0.72
618315,hr,middle,low,8,no,no,3,25200,0.68
442817,marketing,middle,high,8,no,no,2,56400,0.39
760689,hr,middle,medium,3,no,no,5,45600,0.66
240548,technology,junior,medium,2,no,no,4,31200,0.82
596342,sales,middle,low,4,no,no,4,28800,0.67
990075,purchasing,middle,high,10,no,no,4,55200,0.84
949076,sales,middle,low,3,no,no,3,18000,0.18
834906,technology,junior,medium,3,no,no,4,26400,0.68
896627,hr,middle,low,7,no,no,5,20400,0.63
872278,sales,junior,low,1,no,no,3,12000,0.22
183236,sales,junior,medium,1,no,no,2,20400,0.21
748491,sales,junior,medium,2,no,no,4,27600,0.85
654235,technology,middle,medium,9,no,no,3,39600,0.35
391435,sales,junior,medium,5,no,no,4,28800,0.91
843822,technology,junior,medium,1,no,no,3,30000,0.17
263936,hr,middle,low,9,no,no,3,19200,0.42
318651,purchasing,middle,high,9,no,no,3,46800,0.51
239002,hr,middle,medium,7,no,no,3,44400,0.74
255232,sales,junior,medium,4,no,no,4,24000,0.79
586346,sales,middle,medium,6,no,no,3,38400,0.42
183595,technology,junior,medium,1,no,no,5,27600,0.58
207922,marketing,junior,high,1,no,no,3,39600,0.35
329333,hr,junior,medium,1,no,no,3,26400,0.37
347587,sales,middle,medium,4,no,no,3,37200,0.13
230863,sales,middle,high,9,no,no,3,51600,0.31
520791,marketing,middle,high,8,no,no,4,52800,0.7
568025,sales,junior,low,1,no,no,5,18000,0.59
533899,marketing,junior,medium,3,no,no,2,27600,0.56
924122,technology,junior,high,2,no,no,3,38400,0.27
301358,purchasing,junior,low,1,no,yes,1,18000,0.19
572116,sales,junior,medium,1,no,no,3,24000,0.26
829570,sales,junior,medium,1,no,no,3,20400,0.17
608963,marketing,junior,high,1,no,no,5,36000,0.55
752942,sales,middle,low,1,no,no,5,19200,0.54
265302,purchasing,junior,medium,4,no,no,2,27600,0.52
590012,sales,middle,medium,8,no,no,4,33600,0.6
826959,purchasing,junior,medium,3,no,yes,4,28800,0.66
899434,sales,middle,medium,2,no,no,4,38400,0.61
486193,purchasing,junior,low,3,no,no,5,19200,0.78
529753,sales,middle,high,3,no,no,4,48000,0.5
868787,sales,middle,high,4,no,no,3,56400,0.28
843368,hr,junior,low,2,no,no,3,12000,0.35
249711,sales,middle,medium,6,no,no,4,33600,0.64
904824,marketing,junior,medium,1,no,no,4,24000,0.47
260995,sales,sinior,medium,4,no,yes,4,45600,0.33
340504,sales,middle,high,7,no,no,4,57600,0.81
747596,technology,middle,high,9,no,no,3,68400,0.64
304001,technology,junior,low,2,no,no,3,21600,0.5
172399,purchasing,middle,low,6,no,no,5,24000,0.91
543915,sales,junior,medium,2,no,no,1,26400,0.54
557903,sales,middle,medium,1,no,no,4,38400,0.6
595202,technology,sinior,low,5,no,no,4,31200,0.57
215198,technology,sinior,medium,8,no,yes,3,68400,0.26
479746,hr,middle,medium,1,no,no,4,39600,0.47
341473,marketing,junior,medium,1,no,yes,3,30000,0.15
956553,sales,middle,medium,6,no,no,4,38400,0.88
937772,technology,middle,low,7,no,yes,3,28800,0.28
958917,sales,junior,high,2,no,no,3,33600,0.71
256123,sales,junior,medium,2,no,no,3,27600,0.51
324327,technology,middle,medium,3,no,no,5,50400,0.68
300758,purchasing,junior,low,1,no,no,4,13200,0.46
976805,marketing,junior,medium,1,no,no,2,30000,0.33
569282,sales,middle,high,4,no,no,4,52800,0.61
238094,marketing,middle,medium,4,no,no,4,46800,0.64
114675,technology,sinior,low,8,no,no,5,40800,0.88
719043,sales,middle,low,4,no,no,2,18000,0.19
338928,sales,middle,high,6,no,no,4,48000,0.69
351597,technology,junior,medium,3,no,no,4,31200,0.76
